0	0.1080030	0.0039560	0.001816
1	0.0046121	0.0033371	0.000565
2	0.0023992	0.0042272	0.000487
3	0.0060733	0.0032473	0.000144
4	0.0040404	0.0024654	0.000752
5	0.0038245	0.0023695	0.000691
6	0.0053036	0.0026886	0.000565
7	0.0031877	0.0028207	0.000373
8	0.0036868	0.0034278	0.000655
9	0.0027009	0.0037709	0.000643
10	0.00549510	0.00337910	0.000517
11	0.00279011	0.00337911	0.000445
12	0.00370412	0.00365012	0.000367
13	0.00251313	0.00438313	0.000403
14	0.00696814	0.00366214	0.000337
15	0.00294015	0.00263915	0.000337
16	0.00423916	0.00381216	0.000337
17	0.00262117	0.00271817	0.000283
18	0.00636118	0.00405218	0.000319
19	0.00299419	0.00281419	0.000343
20	0.00395620	0.00450920	0.000307
21	0.00254921	0.00362621	0.000409
22	0.00726922	0.00493022	0.000433
23	0.00207423	0.00356523	0.000319
24	0.00365024	0.00479824	0.000271
25	0.00238725	0.00150325	0.000307
26	0.00307826	0.00372826	0.000186
27	0.00790027	0.00507527	0.000186
28	0.00254928	0.00453928	0.000234
29	0.00294029	0.00504429	0.000138
30	0.00281430	0.00163530	0.000247
31	0.00321731	0.00404631	0.000144
32	0.00805732	0.00566432	0.000259
33	0.00202033	0.00124533	0.000132
34	0.00333134	0.00139534	0.000253
35	0.00264635	0.00464835	0.000174
36	0.00443736	0.00598236	0.000259
37	0.00744337	0.00201437	0.000138
38	0.00366838	0.00499638	0.000283
39	0.00393839	0.00613939	0.000174
40	0.00327140	0.00134140	0.000439
41	0.00713141	0.00176241	0.000168
42	0.00257942	0.00523742	0.000313
43	0.00325943	0.00615143	0.000204
44	0.00311444	0.00133544	0.000361
45	0.00352345	0.00185245	0.000289
46	0.00697546	0.00595246	0.000198
47	0.00239947	0.00659647	0.000385
48	0.00372848	0.00146748	0.000186
49	0.00296449	0.00176849	0.000427
50	0.00368050	0.00541150	0.000445
51	0.00772051	0.00703551	0.000613
52	0.00233952	0.00150952	0.000842
53	0.00432953	0.00163553	0.001239
54	0.00322354	0.00607354	0.000914
55	0.00366855	0.00730555	0.001227
56	0.00773856	0.00151556	0.001154
57	0.00215257	0.00080657	0.001227
58	0.00379458	0.00113658	0.000914
59	0.00372259	0.00652459	0.001052
60	0.00267060	0.00814160	0.000884
61	0.00775661	0.00180461	0.001281
62	0.00254962	0.00084862	0.000944
63	0.00398063	0.00117263	0.001245
64	0.00374064	0.00675864	0.000992
65	0.00254365	0.00850265	0.001750
66	0.00769066	0.00175666	0.001118
67	0.00244767	0.00102267	0.001690
68	0.00337368	0.00112468	0.001816
